for,while,if,funciones,recursivo,lineas,profundidad_bucles,complejidad
2,0,0,0,0,15,2,linear
2,0,0,0,0,15,2,linear
1,0,1,0,0,22,1,linear
1,0,1,1,1,15,1,linear
0,1,0,0,0,10,1,linear
1,0,1,0,0,15,1,linear
1,0,1,0,0,16,1,linear
1,0,0,1,1,11,1,linear
0,1,0,0,0,10,1,linear
2,0,1,0,0,19,1,linear
7,5,9,15,2,115,2,linear
2,0,0,0,0,14,2,linear
2,0,0,0,0,10,1,linear
2,0,0,0,0,12,2,linear
1,0,1,0,0,12,1,linear
3,0,2,0,0,19,2,linear
9,6,12,13,4,149,2,linear
9,6,12,13,4,149,2,linear
1,0,1,0,0,10,1,linear
9,6,12,13,4,149,2,linear
2,0,5,0,0,25,1,linear
2,0,3,0,0,15,1,linear
1,0,4,0,0,18,1,linear
1,0,1,0,0,9,1,linear
2,0,3,0,0,25,1,linear
1,0,4,0,0,35,1,linear
3,0,4,0,0,36,3,linear
2,0,1,0,0,13,1,linear
2,0,2,0,0,14,1,linear
14,14,60,60,2,643,2,linear
3,0,1,0,0,32,1,linear
3,0,1,0,0,35,1,linear
3,0,2,1,1,38,2,linear
3,0,3,2,1,45,2,linear
3,0,0,0,0,15,2,linear
3,0,3,2,1,44,2,linear
3,0,3,1,1,36,2,linear
1,0,1,0,0,16,1,linear
0,0,1,0,0,11,0,linear
1,0,2,0,0,11,1,linear
0,0,1,0,0,7,0,linear
0,0,1,0,0,11,0,linear
2,0,2,0,0,18,1,linear
0,0,2,0,0,9,0,linear
0,0,1,0,0,7,0,linear
0,0,1,0,0,10,0,linear
0,0,0,0,0,4,0,linear
1,0,3,1,1,22,1,linear
1,0,2,0,0,18,1,linear
1,0,2,0,0,17,1,linear
1,0,1,0,0,7,1,linear
1,2,4,12,0,109,1,linear
0,0,0,0,0,9,0,linear
2,0,1,0,0,17,2,linear
0,2,2,0,0,27,2,linear
0,0,0,0,0,3,0,linear
2,0,6,1,3,53,1,linear
2,0,5,0,0,25,2,linear
2,0,12,0,0,51,1,linear
0,0,9,2,6,40,0,linear
4,0,4,0,0,53,1,linear
0,0,6,0,0,37,0,linear
3,0,7,0,0,34,2,linear
2,0,7,1,3,46,1,linear
2,0,10,2,2,42,1,linear
0,0,2,0,0,33,0,linear
15,5,15,18,2,162,2,linear
0,0,2,0,0,18,0,linear
3,0,4,0,0,26,2,linear
4,0,4,0,0,24,2,linear
4,0,4,1,1,32,1,linear
5,0,3,0,0,20,1,linear
0,0,2,1,1,21,0,linear
13,0,2,0,0,46,2,linear
0,1,1,0,0,7,1,linear
1,0,1,0,0,10,1,linear
0,0,1,1,2,8,0,linear
2,1,2,1,1,29,2,linear
2,1,1,0,0,14,3,linear
1,0,4,1,1,17,1,linear
2,0,4,0,0,14,1,linear
0,1,1,0,0,7,1,linear
0,1,2,0,0,18,1,linear
8,2,14,4,3,114,2,linear
5,0,7,0,0,36,1,linear
3,2,8,6,1,91,2,linear
2,2,6,6,1,85,1,linear
2,2,6,6,1,86,1,linear
10,5,15,16,2,192,3,linear
5,1,4,4,3,36,3,linear
9,5,13,15,1,160,3,linear
1,0,6,3,3,38,1,linear
0,0,3,0,0,11,0,linear
0,0,0,0,0,2,0,linear
0,0,0,0,0,5,0,linear
0,0,1,0,0,3,0,linear
2,3,7,14,2,90,2,linear
0,0,1,0,0,9,0,linear
0,0,1,0,0,6,0,linear
0,0,0,0,0,3,0,linear
0,0,0,0,0,4,0,linear
3,0,7,0,0,48,2,linear
3,0,9,0,0,43,2,linear
2,1,5,1,1,34,1,linear
3,0,7,1,1,27,2,linear
3,0,6,2,2,40,1,linear
3,0,5,2,2,33,1,linear
3,0,2,0,0,31,2,linear
3,0,2,0,0,31,2,linear
3,0,3,0,0,23,2,linear
0,0,1,0,0,9,0,linear
0,0,0,0,0,8,0,linear
0,0,1,0,0,7,0,linear
1,0,2,0,0,13,1,linear
0,0,1,0,0,7,0,linear
0,0,1,0,0,8,0,linear
0,0,0,0,0,6,0,linear
0,0,2,0,0,12,0,linear
0,0,0,0,0,4,0,linear
1,0,1,0,0,10,1,linear
1,0,1,1,1,14,1,linear
1,0,1,0,0,13,1,linear
2,0,1,0,0,15,2,linear
1,0,2,0,0,17,1,linear
1,0,1,0,0,17,1,linear
1,0,0,0,0,7,1,linear
1,0,1,0,0,11,1,linear
1,1,1,0,0,16,1,linear
6,2,6,0,0,59,4,linear
5,1,4,0,0,47,3,linear
3,2,3,0,0,34,3,linear
2,2,0,0,0,22,2,linear
8,9,16,26,0,284,2,linear
3,1,2,0,0,112,2,linear
2,4,2,9,5,106,3,linear
2,4,2,9,6,108,3,linear
2,4,4,9,6,113,3,linear
6,0,0,0,0,23,2,linear
2,0,1,0,0,10,1,linear
3,0,1,0,0,19,1,linear
1,0,0,0,0,12,1,linear
3,0,2,1,1,18,2,linear
2,0,1,0,0,14,1,linear
3,0,0,0,0,15,1,linear
4,0,3,0,0,33,1,linear
2,5,15,10,0,156,2,linear
2,0,1,0,0,22,1,linear
2,0,3,0,0,16,1,linear
2,0,3,0,0,15,1,linear
2,0,6,0,0,34,1,linear
3,0,2,0,0,33,1,linear
4,0,3,1,2,37,2,linear
3,0,3,0,0,24,2,linear
3,0,2,0,0,21,1,linear
2,0,2,0,0,29,1,linear
1,0,3,0,0,18,1,linear
1,0,2,0,0,11,1,linear
2,0,2,0,0,15,2,linear
1,0,2,0,0,29,1,linear
1,0,2,0,0,11,1,linear
2,0,1,3,0,28,2,linear
2,0,2,0,0,18,1,linear
3,3,7,13,2,91,2,linear
1,0,2,0,0,12,1,linear
5,0,4,1,1,42,2,linear
0,0,0,0,0,4,0,linear
2,0,0,0,0,10,1,linear
2,0,1,0,0,12,1,linear
2,0,1,0,0,13,1,linear
3,0,1,4,2,38,1,linear
2,0,0,0,0,10,1,linear
2,0,1,0,0,16,1,linear
1,0,0,0,0,7,1,linear
1,0,4,0,0,27,1,linear
0,1,3,0,0,41,1,linear
1,0,1,0,0,10,1,linear
1,0,1,0,0,10,1,linear
1,0,4,0,0,27,1,linear
0,1,3,0,0,27,1,linear
2,0,3,3,2,91,1,linear
2,0,3,3,2,96,1,linear
1,3,7,8,3,108,1,linear
1,0,0,0,0,17,1,linear
1,0,2,0,0,12,1,linear
1,0,2,0,0,10,1,linear
1,0,1,0,0,10,1,linear
0,1,2,0,0,15,1,linear
0,1,1,0,0,15,1,linear
1,0,2,1,1,17,1,linear
1,0,1,0,0,14,1,linear
0,1,2,1,1,19,1,linear
0,0,2,1,0,35,0,linear
0,0,1,0,0,8,0,linear
2,0,4,0,0,22,1,linear
0,0,0,2,0,39,0,linear
2,6,9,9,1,105,2,linear
1,0,0,0,0,9,1,linear
1,2,2,0,0,22,2,linear
0,1,3,4,0,42,1,linear
3,2,7,15,4,138,2,linear
1,0,2,4,0,38,1,linear
2,0,1,0,0,24,1,linear
1,0,1,0,0,29,1,linear
2,0,4,0,0,17,1,linear
1,0,2,11,4,31,1,linear
1,0,2,0,0,17,1,linear
1,0,1,0,0,14,1,linear
2,0,2,3,2,43,1,linear
2,0,1,0,0,26,1,linear
2,2,2,12,2,106,1,linear
1,0,1,2,2,22,1,linear
2,2,4,15,1,164,1,linear
2,0,0,4,0,40,1,linear
15,11,32,42,23,451,2,linear
1,0,0,0,0,13,1,linear
1,0,1,1,1,17,1,linear
1,0,0,0,0,11,1,linear
1,0,0,0,0,22,1,linear
1,0,5,0,0,25,1,linear
2,0,5,1,1,53,1,linear
1,0,4,2,4,49,1,linear
1,0,4,2,4,47,1,linear
2,3,7,14,9,129,1,linear
1,0,0,0,0,8,1,linear
2,0,4,1,1,26,1,linear
2,1,8,0,0,55,2,linear
2,0,1,0,0,21,1,linear
1,0,3,1,0,20,1,linear
1,0,4,5,5,44,1,linear
0,1,2,0,0,18,1,linear
0,1,2,0,0,18,1,linear
0,1,2,0,0,18,1,linear
4,3,11,13,2,108,2,linear
2,0,4,0,0,22,1,linear
1,1,2,0,0,18,1,linear
1,0,3,0,0,35,1,linear
1,0,4,0,0,19,1,linear
2,0,5,0,0,31,1,linear
5,1,4,0,0,37,2,linear
2,0,4,0,0,22,2,linear
2,0,6,0,0,25,1,linear
3,2,8,14,3,452,2,linear
1,0,3,0,0,18,1,linear
3,0,5,0,0,23,1,linear
1,0,4,0,0,18,1,linear
1,0,1,0,0,9,1,linear
1,0,1,0,0,9,1,linear
2,0,1,0,0,14,1,linear
2,0,2,0,0,17,1,linear
1,0,1,0,0,8,1,linear
1,0,1,0,0,8,1,linear
1,0,1,0,0,8,1,linear
1,0,0,0,0,12,1,linear
2,0,1,0,0,17,1,linear
2,3,6,14,3,414,2,linear
2,0,0,0,0,10,2,linear
2,0,0,0,0,9,2,linear
0,0,0,0,0,8,0,linear
0,1,0,2,2,16,1,linear
1,1,1,4,0,41,1,linear
1,0,0,0,0,12,1,linear
2,1,3,3,1,28,2,linear
2,1,0,0,0,11,2,linear
3,0,5,0,0,33,1,linear
1,0,5,0,0,27,1,linear
0,0,9,0,0,41,0,linear
1,0,5,0,0,24,1,linear
0,0,6,0,0,27,0,linear
0,0,2,0,0,12,0,linear
10,5,14,17,3,162,2,linear
1,1,5,0,0,28,1,linear
0,0,6,0,0,24,0,linear
2,0,3,0,0,25,1,linear
4,0,5,0,0,25,1,linear
0,0,0,0,0,6,0,linear
4,3,10,13,2,100,2,linear
5,2,12,16,5,123,2,linear
5,2,12,16,5,121,2,linear
11,5,12,17,2,153,2,linear
11,5,12,17,2,153,2,linear
1,0,3,0,0,24,1,linear
6,2,11,14,2,436,2,linear
1,0,1,0,0,12,1,linear
5,3,6,11,1,105,2,linear
1,0,1,0,0,16,1,linear
1,0,2,0,0,18,1,linear
1,0,1,0,0,15,1,linear
1,0,2,0,0,15,1,linear
5,5,10,8,0,125,2,linear
0,1,2,1,2,27,1,linear
1,2,1,0,0,23,2,linear
4,2,4,0,0,47,2,linear
2,2,3,3,1,47,2,linear
2,2,3,3,1,47,2,linear
9,10,15,18,5,223,2,linear
1,2,2,0,0,34,2,linear
1,4,2,0,0,38,2,linear
1,4,2,0,0,37,2,linear
1,2,1,0,0,20,2,linear
5,2,5,15,9,418,2,linear
6,0,5,2,2,69,2,linear
3,0,4,3,1,46,2,linear
3,0,4,3,1,46,2,linear
2,0,2,2,4,42,1,linear
1,0,4,0,0,9,1,linear
1,0,1,1,1,19,1,linear
10,5,8,10,4,167,2,linear
1,2,4,8,3,109,1,linear
3,2,3,1,1,43,2,linear
4,1,2,0,0,33,2,linear
3,3,6,0,0,85,3,linear
3,2,3,2,2,46,2,linear
5,1,6,2,2,62,2,linear
22,7,29,26,0,326,3,linear
13,0,14,0,0,56,3,linear
1,0,13,0,0,55,1,linear
1,0,29,0,0,120,1,linear
2,0,12,0,0,50,2,linear
3,4,15,0,0,74,2,linear
1,0,29,0,0,110,1,linear
1,0,29,0,0,110,1,linear
1,0,9,1,1,47,1,linear
5,0,2,1,1,41,1,linear
3,0,8,1,3,32,1,linear
5,0,7,0,0,29,2,linear
1,2,3,1,3,36,1,linear
2,0,2,5,7,36,1,linear
1,1,3,0,0,15,2,linear
0,1,4,3,4,55,1,linear
1,0,2,0,0,17,1,linear
1,1,2,1,2,22,1,linear
2,0,3,0,0,22,1,linear
0,1,1,0,0,18,1,linear
2,0,3,0,0,23,1,linear
0,1,2,0,0,14,1,linear
2,0,3,0,0,23,1,linear
1,0,5,0,0,22,1,linear
2,1,0,0,0,25,2,linear
2,1,1,0,0,27,2,linear
3,1,5,2,2,41,1,linear
4,1,4,0,0,41,2,linear
1,1,3,0,0,32,1,linear
1,1,3,0,0,32,1,linear
1,1,4,0,0,38,1,linear
3,1,4,0,0,37,2,linear
3,1,4,0,0,37,2,linear
0,0,0,0,0,6,0,linear
1,0,1,0,0,8,1,linear
1,0,0,0,0,7,1,linear
1,0,0,0,0,10,1,linear
2,0,1,1,1,16,1,linear
1,0,0,0,0,7,1,linear
1,0,0,3,2,18,1,linear
0,0,1,0,0,10,0,linear
1,0,0,0,0,7,1,linear
0,0,5,1,2,33,0,linear
2,0,4,0,0,21,1,linear
1,0,5,3,5,57,1,linear
1,0,7,2,2,35,1,linear
4,0,4,0,0,40,1,linear
2,0,3,0,0,21,1,linear
1,0,4,0,0,20,1,linear
9,0,12,0,0,80,1,linear
0,0,2,0,0,17,0,linear
1,0,1,0,0,11,1,linear
1,0,1,0,0,12,1,linear
1,0,2,0,0,13,1,linear
1,0,1,0,0,13,1,linear
1,0,1,0,0,9,1,linear
1,0,1,0,0,11,1,linear
1,0,1,0,0,14,1,linear
1,0,2,0,0,13,1,linear
1,0,2,0,0,13,1,linear
7,7,17,26,0,277,2,linear
1,0,1,0,0,15,1,linear
3,0,0,0,0,16,1,linear
2,0,2,0,0,27,1,linear
3,0,4,1,5,46,1,linear
3,0,4,1,2,42,1,linear
1,0,1,0,0,15,1,linear
2,0,1,0,0,17,1,linear
3,0,1,0,0,25,1,linear
2,1,8,4,6,107,1,linear
6,2,2,0,0,46,3,linear
1,0,2,0,0,18,1,linear
3,0,1,0,0,20,1,linear
3,0,3,1,2,21,1,linear
1,0,2,0,0,13,1,linear
3,1,1,0,0,18,2,linear
1,0,2,0,0,12,1,linear
3,2,4,2,0,43,2,linear
3,0,6,1,1,48,2,linear
1,0,3,0,0,22,1,linear
0,1,1,1,1,19,1,linear
0,0,4,1,2,15,0,linear
3,0,3,1,2,38,1,linear
1,0,4,0,0,22,1,linear
0,1,1,0,0,14,1,linear
1,0,0,0,0,6,1,linear
1,0,0,0,0,6,1,linear
0,1,0,0,0,11,1,linear
3,0,0,1,1,28,1,linear
3,0,1,7,11,41,1,linear
2,0,1,1,1,20,1,linear
4,0,1,0,0,26,1,linear
3,0,2,0,0,32,1,linear
3,0,1,0,0,21,1,linear
4,0,2,1,1,44,1,linear
2,0,2,0,0,23,1,linear
1,1,1,0,0,28,1,linear
1,0,2,3,4,47,1,linear
3,0,2,1,1,34,1,linear
0,2,0,0,0,12,2,linear
0,1,0,0,0,9,1,linear
1,1,0,0,0,9,2,linear
0,0,0,0,0,7,0,linear
0,0,0,0,0,5,0,linear
1,0,0,1,1,15,1,linear
1,0,1,0,0,10,1,linear
9,0,15,0,0,65,2,linear
2,0,3,0,0,27,1,linear
3,0,0,0,0,13,1,linear
1,0,2,3,4,44,1,linear
3,0,0,0,0,13,1,linear
0,2,2,0,0,18,1,linear
2,0,0,0,0,10,1,linear
2,0,0,0,0,5,1,linear
2,0,0,0,0,11,1,linear
2,0,0,0,0,7,1,linear
1,1,1,3,4,27,2,linear
2,0,2,0,0,15,2,linear
2,0,1,0,0,15,1,linear
3,0,1,0,0,26,1,linear
2,0,1,1,1,19,1,linear
1,1,1,1,1,21,2,linear
2,0,1,0,0,23,1,linear
3,0,1,0,0,18,2,linear
1,1,1,0,0,20,2,linear
1,1,1,0,0,22,2,linear
2,1,5,0,0,32,2,linear
4,0,9,0,0,56,1,linear
4,0,8,3,5,48,1,linear
2,1,1,2,2,32,2,linear
3,0,3,0,0,29,1,linear
3,1,3,0,0,23,2,linear
2,0,3,0,0,33,2,linear
3,0,3,0,0,22,1,linear
2,0,3,0,0,22,2,linear
1,2,8,1,1,42,2,linear
1,0,9,1,1,36,1,linear
4,0,5,0,0,27,2,linear
1,1,4,1,2,34,2,linear
1,1,6,3,3,32,2,linear
2,0,3,3,7,27,1,linear
5,0,4,0,0,34,2,linear
1,2,4,0,0,49,2,linear
4,2,6,0,0,58,2,linear
4,1,8,1,7,69,2,linear
2,1,3,1,1,40,2,linear
4,1,8,0,0,55,1,linear
4,0,8,0,0,52,2,linear
4,1,3,0,0,53,2,linear
2,1,3,0,0,27,2,linear
4,0,4,0,0,33,2,linear
4,0,9,0,0,48,2,linear
1,0,2,0,0,16,1,linear
4,2,5,6,1,71,2,linear
1,0,1,1,1,30,1,linear
1,0,0,0,0,9,1,linear
1,0,2,0,0,13,1,linear
4,0,3,0,0,37,2,linear
5,0,3,0,0,26,2,linear
2,0,2,0,0,21,1,linear
5,0,8,1,1,59,2,linear
5,0,1,3,7,41,1,linear
1,0,0,3,3,22,1,linear
2,0,1,0,0,13,1,linear
1,0,1,0,0,13,1,linear
1,0,0,0,0,7,1,linear
1,0,0,0,0,7,1,linear
1,0,0,3,3,19,1,linear
3,0,1,0,0,17,1,linear
2,0,1,0,0,11,1,linear
1,0,7,0,0,56,1,linear
2,0,7,0,0,24,1,linear
1,0,7,2,2,47,1,linear
1,0,7,2,2,47,1,linear
2,0,7,0,0,24,1,linear
1,0,4,0,0,31,1,linear
1,0,3,0,0,21,1,linear
1,0,5,0,0,19,1,linear
1,0,3,0,0,53,1,linear
1,0,3,0,0,17,1,linear
1,0,1,0,0,10,1,linear
1,0,2,0,0,17,1,linear
1,0,2,0,0,15,1,linear
2,0,3,1,1,24,1,linear
1,0,2,0,0,13,1,linear
2,0,4,3,5,70,1,linear
1,0,1,0,0,14,1,linear
1,0,1,0,0,40,1,linear
3,0,1,0,0,17,1,linear
0,1,1,0,0,30,1,linear
1,0,1,0,0,13,1,linear
1,0,3,0,0,22,1,linear
2,0,5,0,0,35,1,linear
0,1,1,0,0,22,1,linear
0,5,6,1,2,66,1,linear
3,3,11,1,2,73,2,linear
1,4,3,1,1,41,2,linear
2,6,9,8,9,113,2,linear
3,3,6,1,1,76,2,linear
1,0,0,0,0,5,1,linear
1,0,1,0,0,12,1,linear
0,0,1,4,1,28,0,linear
1,0,1,1,1,13,1,linear
0,1,0,0,0,16,1,linear
1,0,1,0,0,12,1,linear
1,0,1,2,2,19,1,linear
1,0,1,0,0,10,1,linear
1,0,1,0,0,12,1,linear
1,0,1,0,0,10,1,linear
1,0,1,1,1,13,1,linear
1,0,2,7,7,39,1,linear
1,0,1,0,0,10,1,linear
1,0,2,0,0,11,1,linear
2,0,3,0,0,17,2,linear
1,0,1,0,0,11,1,linear
1,0,1,0,0,11,1,linear
1,0,1,0,0,11,1,linear
1,0,0,0,0,8,1,linear
2,0,0,7,7,38,1,linear
1,0,0,1,1,9,1,linear
1,0,0,0,0,8,1,linear
2,0,0,0,0,9,1,linear
1,0,0,0,0,6,1,linear
1,0,2,0,0,10,1,linear
1,0,0,0,0,7,1,linear
1,0,0,0,0,6,1,linear
1,0,3,0,0,26,1,linear
5,0,7,0,0,41,1,linear
1,0,5,1,1,35,1,linear
2,0,4,0,0,23,1,linear
2,0,5,2,3,43,1,linear
2,2,3,12,1,147,2,linear
0,0,0,0,0,5,0,linear
1,0,3,0,0,12,1,linear
1,0,1,1,0,17,1,linear
0,1,2,0,0,11,1,linear
0,1,0,0,0,7,1,linear
0,1,0,0,0,7,1,linear
0,0,0,0,0,4,0,linear
0,1,1,0,0,10,1,linear
1,1,3,0,0,34,1,linear
2,0,1,1,1,48,1,linear
2,0,2,0,0,33,1,linear
1,1,0,0,0,29,1,linear
1,1,0,0,0,25,1,linear
2,0,2,0,0,21,1,linear
2,0,2,1,1,24,1,linear
2,0,2,1,1,22,1,linear
2,1,2,0,0,35,1,linear
1,0,0,0,0,5,1,linear
1,0,0,0,0,5,1,linear
0,1,0,2,1,13,1,linear
1,0,0,0,0,5,1,linear
1,0,0,0,0,7,1,linear
1,0,0,0,0,17,1,linear
1,0,0,0,0,7,1,linear
1,0,0,0,0,6,1,linear
0,3,3,10,2,93,1,linear
2,0,5,0,0,25,1,linear
5,0,4,0,0,21,1,linear
2,0,3,0,0,13,1,linear
0,1,1,1,1,18,1,linear
2,0,3,0,0,12,1,linear
3,0,4,0,0,20,1,linear
1,0,2,0,0,17,1,linear
1,0,3,0,0,17,1,linear
2,0,3,0,0,16,1,linear
2,0,5,0,0,39,1,linear
1,1,2,0,0,31,1,linear
2,1,3,2,3,60,1,linear
2,0,3,4,3,56,1,linear
3,2,6,6,4,84,1,linear
4,0,4,0,0,34,1,linear
2,1,1,0,0,36,2,linear
3,0,3,0,0,36,1,linear
3,0,2,0,0,24,1,linear
0,2,0,0,0,19,2,linear
0,2,1,0,0,19,2,linear
0,3,1,0,0,36,3,linear
1,1,6,0,0,63,1,linear
0,2,0,0,0,12,2,linear
1,0,3,0,0,24,1,linear
1,0,1,0,0,18,1,linear
1,0,1,0,0,20,1,linear
1,0,8,1,3,54,1,linear
1,2,9,6,1,102,1,linear
1,0,6,0,0,31,1,linear
2,0,7,0,0,40,1,linear
3,0,6,3,5,45,1,linear
2,0,6,0,0,23,1,linear
1,0,4,0,0,22,1,linear
1,0,4,0,0,21,1,linear
2,0,7,2,2,36,1,linear
1,0,7,1,1,30,1,linear
8,0,11,1,3,79,1,linear
8,0,11,1,3,61,1,linear
3,0,10,1,6,49,1,linear
4,0,9,2,2,45,1,linear
3,0,8,1,3,36,1,linear
3,0,1,0,0,13,2,linear
3,0,0,0,0,11,2,linear
2,0,3,0,0,36,1,linear
6,0,18,0,0,88,1,linear
5,0,5,1,1,37,2,linear
0,0,0,1,3,19,0,linear
3,0,5,0,0,37,2,linear
3,0,11,0,0,39,2,linear
1,0,1,0,0,14,1,linear
0,2,1,0,0,17,2,linear
0,2,0,0,0,15,2,linear
0,2,3,0,0,32,2,linear
0,2,0,0,0,18,2,linear
0,2,0,0,0,19,2,linear
1,1,2,0,0,18,2,linear
1,1,3,0,0,26,2,linear
0,2,0,0,0,13,2,linear
2,0,6,0,0,29,1,linear
2,0,5,0,0,25,1,linear
2,0,9,0,0,32,1,linear
1,0,6,0,0,30,1,linear
3,0,11,0,0,51,1,linear
1,0,4,0,0,37,1,linear
3,0,8,1,1,47,1,linear
1,0,1,0,0,14,1,linear
0,1,0,0,0,7,1,linear
0,2,0,0,0,8,1,linear
1,0,1,0,0,5,1,linear
1,0,1,0,0,9,1,linear
0,2,0,6,5,32,1,linear
1,0,1,0,0,13,1,linear
1,0,1,0,0,14,1,linear
4,0,2,0,0,33,4,linear
4,0,0,0,0,21,3,linear
5,0,5,0,0,48,3,linear
3,0,3,0,0,17,3,linear
3,0,2,1,9,35,2,linear
3,0,3,1,3,20,2,linear
6,0,20,1,1,84,2,linear
4,0,3,0,0,28,3,linear
2,0,17,0,0,73,2,linear
4,0,0,0,0,21,3,linear
4,0,2,0,0,33,4,linear
5,0,5,0,0,48,3,linear
2,0,17,0,0,73,2,linear
3,0,3,0,0,19,3,linear
8,0,1,0,0,28,3,linear
2,0,13,1,1,48,2,linear
4,0,2,0,0,25,3,linear
3,0,1,0,0,18,3,linear
2,0,3,0,0,15,2,linear
2,0,3,0,0,16,1,linear
2,0,3,1,1,22,1,linear
1,0,3,0,0,26,1,linear
3,0,4,0,0,31,1,linear
1,0,3,0,0,14,1,linear
1,0,4,0,0,18,1,linear
2,0,2,0,0,22,1,linear
2,0,3,0,0,16,1,linear
0,2,2,0,0,17,1,linear
2,0,0,0,0,21,1,linear
3,0,4,2,3,30,1,nlogn
2,0,2,0,0,19,1,nlogn
2,0,2,0,0,29,1,nlogn
2,0,2,0,0,16,1,nlogn
2,0,2,0,0,18,1,nlogn
2,0,2,0,0,14,1,nlogn
2,0,2,2,2,37,1,nlogn
2,0,2,0,0,14,1,nlogn
2,0,2,0,0,20,1,nlogn
2,0,2,0,0,17,1,nlogn
1,0,0,0,0,7,1,nlogn
2,0,2,0,0,23,1,nlogn
2,0,2,0,0,18,1,nlogn
2,0,2,1,1,19,1,nlogn
2,0,0,0,0,37,1,nlogn
1,0,2,0,0,17,1,nlogn
1,0,2,0,0,18,1,nlogn
0,0,1,0,0,16,0,nlogn
1,0,2,0,0,14,1,nlogn
0,0,1,0,0,12,0,nlogn
0,2,4,7,3,73,1,nlogn
0,0,1,0,0,9,0,nlogn
1,0,1,0,0,9,1,nlogn
0,0,1,0,0,15,0,nlogn
0,0,1,0,0,8,0,nlogn
0,0,1,0,0,14,0,nlogn
0,0,1,0,0,8,0,nlogn
3,0,2,0,0,18,2,nlogn
1,0,2,0,0,16,1,nlogn
1,0,1,0,0,12,1,nlogn
1,0,2,1,1,14,1,nlogn
1,0,2,0,0,10,1,nlogn
3,0,2,0,0,18,2,nlogn
0,0,1,0,0,10,0,nlogn
0,0,0,0,0,3,0,nlogn
0,0,1,1,1,11,0,nlogn
0,0,1,0,0,15,0,nlogn
0,0,1,0,0,6,0,nlogn
1,0,1,9,7,57,1,nlogn
0,0,1,0,0,7,0,nlogn
0,0,1,0,0,9,0,nlogn
0,0,1,6,2,41,0,nlogn
0,0,1,0,0,17,0,nlogn
0,0,1,0,0,10,0,nlogn
1,0,1,0,0,13,1,nlogn
0,0,1,0,0,9,0,nlogn
0,0,1,0,0,9,0,nlogn
7,4,10,27,4,244,2,nlogn
0,0,1,0,0,10,0,nlogn
1,0,1,9,7,46,1,nlogn
2,0,3,0,0,19,1,nlogn
1,0,1,0,0,14,1,nlogn
1,1,0,1,1,16,1,nlogn
1,0,1,0,0,13,1,nlogn
0,1,0,0,0,14,1,nlogn
1,0,1,0,0,14,1,nlogn
1,0,1,0,0,14,1,nlogn
1,0,1,0,0,11,1,nlogn
2,0,1,0,0,14,1,nlogn
2,0,1,0,0,14,1,nlogn
2,0,1,0,0,14,1,nlogn
0,1,0,0,0,13,1,nlogn
1,0,1,0,0,15,1,nlogn
1,1,0,1,1,18,1,nlogn
0,1,0,0,0,3,1,nlogn
2,0,1,0,0,18,1,nlogn
1,0,1,0,0,12,1,nlogn
2,0,1,0,0,14,1,nlogn
1,1,0,0,0,13,1,nlogn
2,0,1,0,0,15,1,nlogn
1,0,0,0,0,7,1,nlogn
1,0,0,0,0,7,1,nlogn
1,0,1,0,0,10,1,nlogn
2,0,2,1,1,23,1,nlogn
3,0,2,0,0,23,1,nlogn
1,0,0,0,0,9,1,nlogn
6,2,8,10,3,297,2,nlogn
4,2,7,10,3,291,1,nlogn
1,0,0,0,0,7,1,nlogn
3,0,2,0,0,17,2,nlogn
0,0,0,0,0,7,0,nlogn
2,0,2,0,0,11,2,nlogn
4,0,3,0,0,22,1,nlogn
1,0,0,0,0,26,1,nlogn
1,0,0,0,0,12,1,nlogn
1,2,0,0,0,27,1,nlogn
2,0,1,0,0,16,1,nlogn
1,0,0,0,0,8,1,nlogn
0,0,0,0,0,8,0,nlogn
1,0,2,0,0,14,1,nlogn
0,0,0,0,0,4,0,nlogn
0,0,0,0,0,6,0,nlogn
0,0,0,0,0,7,0,nlogn
0,0,1,0,0,10,0,nlogn
0,0,1,0,0,56,0,nlogn
0,0,0,0,0,5,0,nlogn
0,0,0,0,0,4,0,nlogn
0,0,0,0,0,5,0,nlogn
0,0,0,0,0,5,0,nlogn
0,0,0,0,0,9,0,nlogn
0,0,0,0,0,7,0,nlogn
0,0,1,0,0,10,0,nlogn
1,0,2,0,0,12,1,nlogn
1,0,3,0,0,14,1,nlogn
1,0,2,0,0,16,1,nlogn
1,1,4,0,0,38,2,nlogn
3,1,5,6,2,67,2,nlogn
1,0,2,0,0,10,1,nlogn
2,0,2,0,0,14,2,nlogn
1,0,2,0,0,9,1,nlogn
1,0,2,0,0,11,1,nlogn
1,0,3,0,0,21,1,nlogn
1,0,2,0,0,16,1,nlogn
1,0,0,0,0,8,1,nlogn
1,0,2,0,0,21,1,nlogn
1,1,4,1,3,37,1,nlogn
0,0,1,0,0,9,0,nlogn
1,0,3,0,0,20,1,nlogn
1,0,3,0,0,15,1,nlogn
1,0,2,0,0,14,1,nlogn
1,0,2,0,0,23,1,nlogn
0,1,1,0,0,15,1,nlogn
0,1,1,0,0,15,1,nlogn
0,1,2,0,0,29,1,nlogn
1,0,2,0,0,14,1,nlogn
0,1,0,0,0,12,1,nlogn
8,7,20,26,0,283,2,nlogn
1,0,3,0,0,14,1,nlogn
0,1,2,0,0,21,1,nlogn
0,1,2,0,0,17,1,nlogn
1,0,2,0,0,18,1,nlogn
0,1,1,0,0,16,1,nlogn
